# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Feb 20 13:06:31 2020
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_fppprob:     False Positive Probability
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_bj:          B-band (Johnson) [mag]
# COLUMN st_vj:          V-band (Johnson) [mag]
# COLUMN st_us:          u-band (Sloan) [mag]
# COLUMN st_gs:          g-band (Sloan) [mag]
# COLUMN st_rs:          r-band (Sloan) [mag]
# COLUMN st_is:          i-band (Sloan) [mag]
# COLUMN st_zs:          z-band (Sloan) [mag]
# COLUMN st_j2:          J-band (2MASS) [mag]
# COLUMN st_h2:          H-band (2MASS) [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_bmvj:        B-V (Johnson) [mag]
# COLUMN st_jmh2:        J-H (2MASS) [mag]
# COLUMN st_hmk2:        H-Ks (2MASS) [mag]
# COLUMN st_jmk2:        J-Ks (2MASS) [mag]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,pl_fppprob,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini,st_kep,st_bj,st_vj,st_us,st_gs,st_rs,st_is,st_zs,st_j2,st_h2,st_k2,st_wise1,st_wise2,st_wise3,st_wise4,st_bmvj,st_jmh2,st_hmk2,st_jmk2
36,EPIC 201208431,2MASS J11385895-0354202,EPIC 201208431.01,K2-4 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,10.00510000,2456815.515700,0.148200,0.1218000,,,24.600000,0.03680,2.290,,,,,,,,,,0.57,,14.409,16.229,14.907,,15.601,14.298,13.898,,12.367,11.747,11.571,11.525,11.556,11.528,8.577,1.322,0.620,0.176,0.796
37,EPIC 201208431,2MASS J11385895-0354202,EPIC 201208431.01,K2-4 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,10.00361000,2456815.524000,0.146000,0.1200000,0.4100,,,0.03485,2.570,0.229,,,,,4077.00,,,,0.62,,14.409,16.229,14.907,,15.601,14.298,13.898,,12.367,11.747,11.571,11.525,11.556,11.528,8.577,1.322,0.620,0.176,0.796
38,EPIC 201208431,2MASS J11385895-0354202,EPIC 201208431.01,K2-4 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,10.00440000,2456815.517000,,0.1196000,,,,0.03490,1.690,0.151,,2.800000e-04,,,4044.00,4.85,,,0.43,,14.409,16.229,14.907,,15.601,14.298,13.898,,12.367,11.747,11.571,11.525,11.556,11.528,8.577,1.322,0.620,0.176,0.796
39,EPIC 201208431,2MASS J11385895-0354202,EPIC 201208431.01,K2-4 b,CONFIRMED,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017arXiv170307416D/abstract target=ref>Dressing et al. 2017</a>,CONFIRMED,,1,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,10.00339000,2456815.524000,,,,89.510,27.720000,0.03400,2.100,0.187,,3.700000e-07,,,,,,,,,14.409,16.229,14.907,,15.601,14.298,13.898,,12.367,11.747,11.571,11.525,11.556,11.528,8.577,1.322,0.620,0.176,0.796
40,EPIC 201208431,2MASS J11385895-0354202,EPIC 201208431.01,K2-4 b,CONFIRMED,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,10.00329000,2456815.521200,,,,,27.790000,,2.370,0.211,563,8.100000e-04,,218.00,4197.00,,-0.120,[Fe/H],0.60,,14.409,16.229,14.907,,15.601,14.298,13.898,,12.367,11.747,11.571,11.525,11.556,11.528,8.577,1.322,0.620,0.176,0.796
41,EPIC 201208431,2MASS J11385895-0354202,EPIC 201208431.01,K2-4 b,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CONFIRMED,,1,0,11h38m58.95s,174.745636,-03d54m20.1s,-3.905585,10.00617969,2456815.513027,0.130000,0.1265000,,,,,,,,,,,,,,,,,14.409,16.229,14.907,,15.601,14.298,13.898,,12.367,11.747,11.571,11.525,11.556,11.528,8.577,1.322,0.620,0.176,0.796
42,EPIC 201211526,2MASS J12135253-0349547,EPIC 201211526.01,K2-244 b,CONFIRMED,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CONFIRMED,,10,1,12h13m52.54s,183.468918,-03d49m54.7s,-3.831868,21.06884000,2457588.474900,0.030000,0.1625000,0.4400,,38.300000,0.01740,1.750,,638,,,,,,,,,,11.696,12.201,11.780,,12.024,11.663,11.556,,10.555,10.235,10.163,10.085,10.151,10.242,8.479,0.421,0.320,0.072,0.392
43,EPIC 201211526,2MASS J12135253-0349547,EPIC 201211526.01,K2-244 b,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,10,0,12h13m52.54s,183.468918,-03d49m54.7s,-3.831868,21.07020100,2457588.478000,,,,89.214,34.288349,0.01698,1.650,0.150,,2.100000e-03,,,5728.00,4.51,-0.200,[Fe/H],0.89,,11.696,12.201,11.780,,12.024,11.663,11.556,,10.555,10.235,10.163,10.085,10.151,10.242,8.479,0.421,0.320,0.072,0.392
44,EPIC 201225286,2MASS J12020980-0334507,EPIC 201225286.01,K2-159 b,CONFIRMED,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CONFIRMED,,10,1,12h02m09.81s,180.540894,-03d34m50.6s,-3.580723,12.42205000,2457586.508200,0.065000,0.1375000,0.4400,,27.900000,0.02500,2.260,,684,,,,,,,,,,11.729,12.570,11.994,,12.149,11.657,11.549,,10.462,10.072,9.978,9.947,9.993,10.033,8.378,0.576,0.390,0.094,0.484
45,EPIC 201225286,2MASS J12020980-0334507,EPIC 201225286.01,K2-159 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,10,0,12h02m09.81s,180.540894,-03d34m50.6s,-3.580723,12.42107800,2457586.514670,,,,89.065,26.135513,0.02439,2.208,0.200,,3.530000e-04,,,5419.00,4.57,-0.100,[Fe/H],0.83,,11.729,12.570,11.994,,12.149,11.657,11.549,,10.462,10.072,9.978,9.947,9.993,10.033,8.378,0.576,0.390,0.094,0.484
46,EPIC 201227197,2MASS J12161309-0333111,EPIC 201227197.01,K2-160 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,10,1,12h16m13.10s,184.054581,-03d33m11.1s,-3.553082,3.70587100,2457585.666380,,,,88.254,14.684713,0.03189,3.178,0.280,,7.540000e-04,,,5649.00,4.61,0.070,[Fe/H],0.91,,12.486,13.303,12.649,,12.909,12.468,12.304,,11.427,11.087,11.037,10.943,10.994,10.893,8.562,0.654,0.340,0.050,0.390
47,EPIC 201231064,2MASS J12151051-0329442,EPIC 201231064.01,K2-161 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,10,1,12h15m10.52s,183.793839,-03d29m44.2s,-3.495612,9.28318800,2457587.847550,,,,87.251,10.790043,0.02184,6.117,0.550,,7.970000e-04,,,4972.00,3.63,-0.030,[Fe/H],2.57,,12.358,13.582,12.631,,13.069,12.326,12.053,,10.852,10.352,10.261,10.188,10.263,10.279,8.618,0.951,0.500,0.091,0.591
48,EPIC 201231940,2MASS J11362894-0328568,EPIC 201231940.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,11h36m28.95s,174.120605,-03d28m56.8s,-3.482449,0.57303573,2456810.511000,0.510000,0.0133333,0.3500,,,0.09028,3.350,0.299,,,,,3570.00,,,,0.43,,18.108,,,21.791,19.444,18.097,17.536,17.197,15.961,15.377,15.155,,,,,,0.584,0.222,0.806
49,EPIC 201238110,2MASS J11584943-0323218,EPIC 201238110.02,EPIC 201238110 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,11h58m49.42s,179.705933,-03d23m21.8s,-3.389389,28.16960000,2456824.483600,0.316000,0.1400000,,,61.500000,0.05400,2.200,,,,,,,,,,0.37,,14.904,,,,,,,,12.759,12.147,11.933,11.800,11.719,11.961,8.891,,0.612,0.214,0.826
50,EPIC 201238110,2MASS J11584943-0323218,EPIC 201238110.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h58m49.42s,179.705933,-03d23m21.8s,-3.389389,7.90417000,2456813.689500,0.268000,0.0800000,,,27.300000,0.05050,2.060,,,,,,,,,,0.37,,14.904,,,,,,,,12.759,12.147,11.933,11.800,11.719,11.961,8.891,,0.612,0.214,0.826
51,EPIC 201238110,2MASS J11584943-0323218,EPIC 201238110.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,11h58m49.42s,179.705933,-03d23m21.8s,-3.389389,7.90696060,2456813.675000,0.280000,0.0720833,0.3400,,,0.04848,3.020,0.269,,,,,3772.00,,,,0.52,,14.904,,,,,,,,12.759,12.147,11.933,11.800,11.719,11.961,8.891,,0.612,0.214,0.826
52,EPIC 201238163,2MASS J11330307-0323195,EPIC 201238163.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,11h33m03.07s,173.262802,-03d23m19.6s,-3.388773,1.08296140,2456810.366000,0.065500,0.0508333,0.4600,,,0.02378,1.560,0.139,,,,,3875.00,,,,0.56,,15.279,,,,,,,,13.114,12.480,12.282,12.226,12.248,11.970,8.672,,0.634,0.198,0.832
53,EPIC 201239401,2MASS J11321270-0322128,EPIC 201239401.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h32m12.71s,173.052963,-03d22m12.9s,-3.370242,0.90565500,2456810.937200,0.067800,0.0620000,,,4.140000,0.02500,1.570,,,,,,,,,,0.58,,15.042,17.110,15.776,,16.509,15.137,14.413,,12.580,11.945,11.735,11.648,11.615,11.871,8.328,1.334,0.635,0.210,0.845
54,EPIC 201239401,2MASS J11321270-0322128,EPIC 201239401.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,11h32m12.71s,173.052963,-03d22m12.9s,-3.370242,0.90552205,2456810.944000,0.079100,0.0550000,0.4900,,,0.02628,1.520,0.136,,,,,3710.00,,,,0.50,,15.042,17.110,15.776,,16.509,15.137,14.413,,12.580,11.945,11.735,11.648,11.615,11.871,8.328,1.334,0.635,0.210,0.845
55,EPIC 201247497,2MASS J11514717-0314460,EPIC 201247497.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,11h51m47.17s,177.946548,-03d14m46.0s,-3.246116,2.75411290,2456810.901000,0.671000,0.0516667,0.6100,,,0.07842,4.870,0.434,,,,,3834.00,,,,0.55,,16.770,,,20.569,18.104,16.860,16.199,15.761,14.562,13.982,13.748,13.734,13.669,12.497,8.804,,0.580,0.234,0.814
56,EPIC 201247497,2MASS J11514717-0314460,EPIC 201247497.01,,CANDIDATE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CANDIDATE,,1,0,11h51m47.17s,177.946548,-03d14m46.0s,-3.246116,2.75391000,2456810.903100,,0.0429000,,,,0.07900,3.780,0.337,,4.100000e-01,,,3918.00,4.85,,,0.44,,16.770,,,20.569,18.104,16.860,16.199,15.761,14.562,13.982,13.748,13.734,13.669,12.497,8.804,,0.580,0.234,0.814
57,EPIC 201247497,2MASS J11514717-0314460,EPIC 201247497.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h51m47.17s,177.946548,-03d14m46.0s,-3.246116,2.75421000,2456810.899900,0.746000,0.0550000,,,13.700000,0.08700,8.400,,,,,,,,,,0.89,,16.770,,,20.569,18.104,16.860,16.199,15.761,14.562,13.982,13.748,13.734,13.669,12.497,8.804,,0.580,0.234,0.814
58,EPIC 201257461,2MASS J11523866-0305416,EPIC 201257461.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,1,11h52m38.66s,178.161102,-03d05m41.8s,-3.094936,50.28586900,2456828.355000,0.184000,0.5258333,0.9500,,,0.05345,3.470,0.310,,,,,4859.00,,,,0.74,,11.511,12.882,11.668,,12.254,11.491,11.193,,9.994,9.479,9.368,,,,,1.214,0.515,0.111,0.626
59,EPIC 201257461,2MASS J11523866-0305416,EPIC 201257461.01,,FALSE POSITIVE,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,FALSE POSITIVE,,1,0,11h52m38.66s,178.161102,-03d05m41.8s,-3.094936,50.27762000,2456828.373500,,,,,6.190000,,209.520,18.692,1466,1.000000e+00,,1651.00,5141.00,,-0.210,[Fe/H],10.96,,11.511,12.882,11.668,,12.254,11.491,11.193,,9.994,9.479,9.368,,,,,1.214,0.515,0.111,0.626
60,EPIC 201258341,2MASS J11544586-0304581,EPIC 201258341.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h54m45.86s,178.691086,-03d04m58.1s,-3.082804,10.50439000,2456818.918500,0.040200,0.1410000,,,21.400000,0.01830,1.750,,,,,,,,,,0.88,,9.769,10.759,9.996,,10.571,9.712,9.425,,8.565,8.228,8.166,7.772,7.869,7.907,7.543,0.763,0.337,0.062,0.399
61,EPIC 201259803,2MASS J11213179-0303396,EPIC 201259803.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h21m31.78s,170.382416,-03d03m39.8s,-3.061054,1.68420800,2456810.892930,1.476000,0.0551000,,,10.580000,0.11730,5.510,,,,,,,,,,0.43,,16.033,,,,,,,,13.795,13.128,12.941,12.903,12.810,12.243,8.806,,0.667,0.187,0.854
62,EPIC 201264302,2MASS J11182349-0259301,EPIC 201264302.01,,CANDIDATE,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,CANDIDATE,,1,0,11h18m23.52s,169.598007,-02d59m29.7s,-2.991577,0.21219400,2456812.400150,,,,83.300,3.600000,0.02710,0.770,0.069,,,,,3299.00,5.11,0.155,[Fe/H],0.26,,13.879,16.351,14.898,,15.598,14.384,13.143,,11.147,10.590,10.357,,,,,1.453,0.557,0.233,0.790
63,EPIC 201264302,2MASS J11182349-0259301,EPIC 201264302.01,,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CANDIDATE,,1,1,11h18m23.52s,169.598007,-02d59m29.7s,-2.991577,0.21220130,2456810.489800,0.072500,0.0260000,,,2.440000,0.02530,0.519,,,,,,,,,,0.19,,13.879,16.351,14.898,,15.598,14.384,13.143,,11.147,10.590,10.357,,,,,1.453,0.557,0.233,0.790
64,EPIC 201264302,2MASS J11182349-0259301,EPIC 201264302.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,11h18m23.52s,169.598007,-02d59m29.7s,-2.991577,0.21219899,2456810.278000,0.066200,0.0216667,0.3500,,,0.02488,1.050,0.094,,,,,3468.00,,,,0.37,,13.879,16.351,14.898,,15.598,14.384,13.143,,11.147,10.590,10.357,,,,,1.453,0.557,0.233,0.790
65,EPIC 201270176,2MASS J11203183-0254093,EPIC 201270176.01,,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CANDIDATE,,1,0,11h20m31.82s,170.132599,-02d54m09.3s,-2.902582,1.57786430,2456810.434000,0.891000,0.1258333,0.9200,,,0.11500,7.550,0.674,,,,,4811.00,,,,0.73,,12.452,13.318,12.751,,12.904,12.518,12.258,,10.898,10.482,10.401,10.311,10.336,10.275,8.867,0.567,0.416,0.081,0.497
66,EPIC 201270176,2MASS J11203183-0254093,EPIC 201270176.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,11h20m31.82s,170.132599,-02d54m09.3s,-2.902582,1.57771549,2456818.326995,1.823000,0.1285833,,,,,,,,,,,,,,,,,12.452,13.318,12.751,,12.904,12.518,12.258,,10.898,10.482,10.401,10.311,10.336,10.275,8.867,0.567,0.416,0.081,0.497
67,EPIC 201270464,2MASS J11203204-0253534,EPIC 201270464.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,11h20m32.04s,170.133484,-02d53m53.4s,-2.898169,1.57771549,2456818.327691,0.875000,0.1247083,,,,,,,,,,,,,,,,,9.392,9.441,9.116,,10.029,9.520,9.119,,8.526,8.487,8.438,8.394,8.423,8.424,8.298,0.325,0.039,0.049,0.088
68,EPIC 201274010,2MASS J12131422-0250389,EPIC 201274010.01,,CANDIDATE,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,CANDIDATE,,10,1,12h13m14.23s,183.309296,-02d50m38.9s,-2.844149,13.01130000,2457589.515000,0.065000,0.0917000,0.4200,,26.700000,0.02550,2.430,,713,,,,,,,,,,13.902,14.808,14.073,,14.377,13.858,13.698,,12.570,12.217,12.194,12.096,12.133,11.779,8.539,0.735,0.353,0.023,0.376
69,EPIC 201291843,2MASS J11534099-0234182,EPIC 201291843.01,,CANDIDATE,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,CANDIDATE,,1,1,11h53m41.00s,178.420837,-02d34m18.4s,-2.571776,40.70206194,2456823.294921,0.536000,0.0675417,,,,,,,,,,,,,,,,,13.679,15.895,14.434,,15.198,13.872,13.028,,11.394,10.662,10.591,10.404,10.423,10.156,8.838,1.461,0.732,0.071,0.803
70,EPIC 201295312,2MASS J11360278-0231150,EPIC 201295312.01,K2-44 b,CONFIRMED,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,CONFIRMED,,1,0,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,5.65688000,2456811.717600,,0.1817000,,,,0.01560,2.720,0.243,,6.700000e-07,,,5912.00,4.10,,,1.58,,12.126,12.782,12.189,,12.401,12.079,12.008,,11.018,10.696,10.693,10.635,10.685,10.748,8.453,0.593,0.322,0.003,0.325
71,EPIC 201295312,2MASS J11360278-0231150,EPIC 201295312.01,K2-44 b,CANDIDATE,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,CONFIRMED,,1,0,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,5.65706000,2456811.718700,,,,,12.940000,,2.160,0.193,1211,1.400000e-04,,331.00,5989.00,,-0.020,[Fe/H],1.09,,12.126,12.782,12.189,,12.401,12.079,12.008,,11.018,10.696,10.693,10.635,10.685,10.748,8.453,0.593,0.322,0.003,0.325
72,EPIC 201295312,2MASS J11360278-0231150,EPIC 201295312.01,K2-44 b,CONFIRMED,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CONFIRMED,,1,0,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,5.65630400,2456811.720110,,,,87.354,9.377576,0.01726,2.939,0.260,,1.000000e-04,,,5722.00,4.02,0.040,[Fe/H],1.56,,12.126,12.782,12.189,,12.401,12.079,12.008,,11.018,10.696,10.693,10.635,10.685,10.748,8.453,0.593,0.322,0.003,0.325
73,EPIC 201295312,2MASS J11360278-0231150,EPIC 201295312.01,K2-44 b,CANDIDATE,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,CONFIRMED,,1,0,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,5.65625600,2456811.720000,0.034200,0.1783333,0.4300,,,0.01714,2.080,0.186,,,,,5840.00,,,,1.03,,12.126,12.782,12.189,,12.401,12.079,12.008,,11.018,10.696,10.693,10.635,10.685,10.748,8.453,0.593,0.322,0.003,0.325
74,EPIC 201295312,2MASS J11360278-0231150,EPIC 201295312.01,K2-44 b,CANDIDATE,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190710806K/abstract target=ref>Kruse et al. 2019</a>,CONFIRMED,,1,1,11h36m02.79s,174.011627,-02d31m15.2s,-2.520881,5.65621000,2456811.722100,0.033420,0.1790000,,,9.100000,0.01775,3.130,,,,,,,,,,1.62,,12.126,12.782,12.189,,12.401,12.079,12.008,,11.018,10.696,10.693,10.635,10.685,10.748,8.453,0.593,0.322,0.003,0.325
75,EPIC 201299088,2MASS J12084912-0227522,EPIC 201299088.01,,CANDIDATE,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180205277M/abstract target=ref>Mayo et al. 2018</a>,CANDIDATE,,10,1,12h08m49.13s,182.204697,-02d27m52.3s,-2.464518,21.20473900,2457600.342910,,,,83.490,7.257597,0.04741,9.110,0.810,,,,,5154.00,3.91,-0.260,[Fe/H],1.76,,11.751,12.866,12.107,,12.402,11.759,11.472,,10.366,9.862,9.800,9.749,9.810,9.789,8.261,0.759,0.504,0.062,0.566
76,EPIC 201324549,2MASS J11245661-0205066,EPIC 201324549.01,,FALSE POSITIVE,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,FALSE POSITIVE,,1,0,11h24m56.62s,171.235916,-02d05m06.6s,-2.085164,2.51933400,2456809.993530,,0.0643800,,,,0.02410,3.910,0.349,,1.000000e+00,,,6283.00,4.17,,,1.45,,12.146,12.626,11.669,,12.416,12.094,12.031,,11.236,10.990,10.890,10.880,10.906,11.015,9.024,0.957,0.246,0.100,0.346
